job_title,company_name,company_size,location,salary_min,salary_max,salary_currency,experience_required,skills,job_type,job_level,posted_date,deadline,job_description,benefits,source
Data Engineer,Tổng Công Ty Cổ Phần Bảo Hiểm Ngân Hàng TMCP Công Thương Việt Nam,,Hanoi,,,VND,3.0,"['Data Engineer', 'Data']",Full-time,Staff,2026-04-28,2026-05-30,"Tham gia thiết kế, xây dựng và duy trì các pipeline dữ liệu (ETL/ELT) từ nhiều nguồn khác nhau;Hỗ trợ phát triển và duy trì kho dữ liệu (Data Warehouse) phục vụ mục tiêu phân tích và báo cáo;Vận hành, triển khai các job ETL, tổng hợp dữ liệu;Đảm bảo chất lượng dữ liệu: kiểm tra, làm sạch và xử lý dữ liệu lỗi;Học hỏi, cập nhật các công nghệ mới để tối ưu hóa hiệu suất hệ thống dữ liệu;Tham gia triển khai các công cụ giám sát và cảnh báo để đảm bảo hệ thống dữ liệu hoạt động ổn định;Phối hợp với các phòng ban để hiểu nhu cầu dữ liệu và hỗ trợ triển khai các giải pháp phù hợp;Hỗ trợ các nhiệm vụ khác trong phạm vi công việc khi được yêu cầu.

[Yêu cầu]
Tốt nghiệp đại học chuyên nghành CNTT hoặc liên quan;Có kinh nghiệm làm việc với các hệ quản trị cơ sở dữ liệu như PostgreSQL, SQL Server, Oracle, Snowflake hoặc BigQuery.Thành thạo một hoặc nhiều ngôn ngữ lập trình: Python, Java,Kinh nghiệm làm việc với các công cụ ETL như Airflow, dbt, Talend, Informatica.Hiểu biết về các nền tảng xử lý dữ liệu lớn như Apache Spark, Kafka, Hadoop.Có kinh nghiệm triển khai hệ thống dữ liệu trên nền tảng AWS, Azure hoặc Google Cloud Platform (GCP).Kinh nghiệm làm việc với hệ thống lưu trữ dữ liệu NoSQL như MongoDB, Cassandra, Elasticsearch là một lợi thế.Kỹ năng tối ưu hóa truy vấn SQL và hiệu suất hệ thống dữ liệu.Hiểu biết về các phương pháp quản lý dữ liệu, bảo mật và tuân thủ dữ liệu (GDPR, HIPAA là một lợi thế).Kinh nghiệm với CI/CD, containerization (Docker, Kubernetes) là một lợi thế.Kỹ năng scripting tốt (Bash, Python).Tư duy giải quyết vấn đề tốt, có khả năng làm việc độc lập và teamwork.Điểm cộng:Có kinh nghiệm làm việc trong các hệ thống dữ liệu real-time.Kinh nghiệm trong việc triển khai kiến trúc Data Lake, Data Mesh hoặc Data Fabric.Có chứng chỉ liên quan đến Data Engineering từ AWS, GCP hoặc Azure.",Laptop; Insurance; Travel,careerviet
Kỹ sư phát triển phần mềm (Java/Golang/Python),Công ty TNHH Viettel - CHT,,"Hanoi, Ho Chi Minh City",,,VND,4.0,['Kỹ sư phát triển phần mềm Java/.NET'],Full-time,Staff,2026-04-28,,"Trực tiếp tham gia lập trình, nâng cấp các phần mềm, sử dụng ngôn ngữ lập trình như: Java, PHP, .Net...2. Quản trị, nâng cấp, sửa lỗi các công cụ phần mềm đã lập trình và được phân công tiếp nhận3. Thực hiện review code, tối ưu source cho các thành viên trong team.4. Phân tích yêu cầu, đặc tả yêu cầu nghiệp vụ, tính toán nỗ lực phát triển, triển khai.5. Hỗ trợ đơn vị vận hành khai thác trong quá trình sử dụng phần mềm, ứng dụng

[Yêu cầu]
I. Yêu cầu:Tốt nghiệp Đại học chuyên ngành CNTT/chuyên ngành liên quan, Ưu tiên các trường Bách Khoa, Công nghệ,...Từ 3 năm kinh nghiệm trở lên vị trí tương tựKiến thức về quy trình phát triển phần mềm, lập trình an toàn.Sử dụng thành thạo CSDL Oracle. Biết sử dụng, làm việc với ít nhất 1 hệ quản trị CSDL (My SQL, SQL Server, Mongo, Maria).Có kinh nghiệm tham gia thiết kế, quản trị, vận hành hệ thống. Biết quản trị server.Ưu tiên ứng viên có kinh nghiệm phát triển ứng dụng trên ngôn ngữ Java, framework PrimeFaces; Có thể lập trình .NET là một lợi thế.Tiếng Anh cơ bản (Toeic ≥ 550 điểm hoặc tương đương)II. Chế độ:1. Hưởng mức thu nhập thuộc top các công ty hàng đầu trong lĩnh vực CNTT tại Việt Nam.2. Các chế độ phúc lợi xã hội theo quy định pháp luật như: BHYT, BHXH, BHTN...3. Hưởng các chế độ phúc lợi hấp dẫn khác: Du lịch, nghỉ mát, bảo hiểm sức khỏe, bảo hiểm nhân thọ cho nhân sự xuất sắc, thưởng theo kết quả sản xuất kinh doanh...4. Đào tạo nâng cao nghiệp vụ, kỹ năng để trở thành chuyên gia hàng đầu trong lĩnh vực CNTT.5. Cơ hội phát triển nghề nghiệp theo 2 chóp: quản lý hoặc chuyên gia.",Insurance; Travel; Bonus,careerviet
Investment Internship – Investment & Corporate Development,VĂN PHÒNG ĐẠI DIỆN TỔNG CÔNG TY PHÁT TRIỂN ĐÔ THỊ KINH BẮC-CTCP TẠI THÀNH PHỐ HỒ CHÍ MINH,,Ho Chi Minh City,,,VND,,"['REST', 'Excel']",Internship,Student / Intern,2026-04-28,2026-05-17,"We are seeking an Investment Intern to join our Investment & Corporate Development team. You will support transaction execution, strategic partnership development, and market research across KBC's investment portfolio. This is an excellent opportunity for final-year students or recent graduates to gain hands-on experience working directly with senior professionals on real transactional processes•     Support evaluation and execution of corporate development strategies, including asset transactions and investment structures.•     Conduct market and feasibility research to make informed investment decisions.•     Prepare investment materials including presentations, memos, and transaction summaries.•     Research and profile potential partners, counterparties, and investors.•     Assist in coordinating due diligence processes and tracking deal milestones.•     Liaise with internal teams and support general administrative workstreams.

[Yêu cầu]
•     Final-year student or fresh graduate in Business, Finance, Economics, or related fields.•     Full-time availability preferred.•     Strong analytical mindset with interest in deal structuring and corporate strategy.•     Proficient in English and Microsoft Office; PowerPoint and Excel skills essential.•     Good communication and teamwork skills.•     Willing to travel occasionally for stakeholder meetings.*** What You'll Gain:•     Direct exposure to live transactions in the infrastructure and investment sector.•     Work directly with senior leadership and international-level experts.•     Mentorship and career guidance from experienced professionals.•     Internship certificate & strong career reference for top performers.•     Potential for future full-time opportunities.",Insurance; Travel; Bonus,careerviet
Chuyên viên phân tích nghiệp vụ BA - Business Analyst,Chương trình Học viện Công nghệ BKACAD,,Hanoi,12000000.0,18000000.0,VND,2.0,[],"Full-time, Part-time",Staff,2026-04-27,2026-05-27,"- Thu thập, tìm hiểu nghiệp vụ và yêu cầu hệ thống từ phía khách hàng/nội bộ.- Hỗ trợ, khuyến nghị khách hàng/nội bộ trong việc định hướng yêu cầu của sản phẩm- Tạo, quản lý hệ thống tài liệu: tài liệu đặc tả hệ thống (System Requirement Specification), danh dánh các tính năng (Feature List), danh sách kịch bản sử dụng (Use case list), kịch bản chi tiết (Use case detail), ràng buộc nghiệp vụ (General Business Rules), bố cục sản phẩm (Wire frame),...- Chịu trách nhiệm chính trong các buổi tìm hiểu và bàn giao nghiệp vụ (Knowledge Transfer)- Lên ý tưởng giao diện tạo mock-up cho sản phẩm- Hộ trợ Quản lý dự án trong việc xác định phân tích phản hồi của khách hàng/nội bộ- Làm cầu nối giữa bộ phận sản xuất và phát triển sản phẩm với khách hàng hoặc nội bộ.- Hỗ trợ nhóm kiểm thử sản phẩm.

[Yêu cầu]
-Kỹ năng và kinh nghiệmTốt nghiệp đại học – cao đẳng chuyên ngành liên quan đến toán, kinh tế, khoa học máy tính, công nghệ thông tin, hoặc tương đương.-      Có nền tảng kiến thức về công nghệ thông tin và phát triển phần mềm-      Kỹ năng giao tiếp tốt-      Có khả năng sử dụng tiếng Anh để nghiên cứu và viết tài liệu-      Có kinh nghiệm tối thiểu 2- 3 năm đảm nhiệm vị trí BA-      Có kiến thức cơ bản về dữ liệu và truy vấn dữ liệu-      Có kiến thức và kỹ năng kiểm thử sản phẩm phần mềm-      Có kinh nghiệm, hiểu biết về quy trình, nghiệp vụ liên quan đến việc quản lý giáo dục (Learning Management System) là một lợi thế.-      Chủ động, cầu tiến trong công việc; dám nghĩ, dám làm",Laptop; Insurance; Travel,careerviet
SALES ENGINEER,CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ TECHPRO,,"Hanoi, Ho Chi Minh City",15000000.0,30000000.0,VND,1.0,['Excel'],Full-time,Staff,2026-04-27,2026-05-27,"1. MÔ TẢ CÔNG VIỆCTìm kiếm, xây dựng, kết nối với khách hàng tiềm năng.Định hướng khách hàng mục tiêu và lên kế hoạch tiếp cận khách hàng;Liên hệ với khách hàng, thu thập thông tin về nhu cầu các tính năng, đặc điểm của sản phẩm, dịch vụ mà khách hàng đang cần;Thực hiện tư vấn, giới thiệu những thông tin phù hợp, đáp ứng được mong muốn, nhu cầu của khách hàng. Chuẩn bị các bản nội dung thuyết trình trong trường hợp cần thiết;Thực hiện lập báo giá, dự toán, đàm phán hơp đồng theo yêu cầu của khách hàng;Duy trì quan hệ với khách hàng, chăm sóc, hỗ trợ khách hàng khi có yêu cầu;Theo dõi và hỗ trợ việc thực hiện hợp đồng, hỗ trợ việc thanh lý và thanh toán của khách hàng.Kết hợp với Marketing để triển khai các chương trình bán hàng, sự kiện online/ofline của phòng;Thực hiện các công việc khác theo chức năng, nhiệm vụ được phân công.2. QUYỀN LỢIThu nhập cạnh tranh theo năng lực kinh nghiệm (Thỏa thuận khi pv);Thưởng theo hiệu quả công việc và kết quả kinh doanh của Công ty;Đóng BHXH theo quy định sau khi ký kết HĐLĐ;Khám sức khỏe định kỳ tại các bệnh viện lớn;Du lịch nghỉ mát, Team building hàng năm;Được tham gia các lớp đào tạo nội bộ và bên ngoài, các sự kiện văn hóa thường niên trong nội bộ Công ty;Nhân sự có cơ hội được thăng tiến lên các vị trí cao hơn trong Công ty;Thời gian làm việc: Từ thứ 2 đến thứ 6, từ 8h00 – 17h30 (nghỉ Thứ 7, Chủ nhật).

[Yêu cầu]
Tốt nghiệp Cao đẳng, Đại học các ngành nghề Kỹ thuật, Điện, Điện tử, Tự động hóa, Công nghệ thông tin,...;Kinh nghiệm từ 01 năm ở vị trí tương đương. Ưu tiên có kinh nghiệm về kinh doanh sản phẩm/giải pháp về kỹ thuật, công nghệ, phần mềm;Có kỹ năng bán hàng và chăm sóc khách hàng tốt;Có hiểu biết trong các lĩnh vực xây dựng, khu công nghiệp, nhà máy, an ninh là một lợi thế;Sử dụng tin học văn phòng thành thạo cụ thể: word, excel, powerpoint,…vvNăng động, nhiệt tình trung thực, cẩn thận, làm việc có kế hoạch và có tinh thần trách nhiệm cao;Có khả năng làm việc tự chủ và làm việc theo nhóm;Kỹ năng xử lý tình huống tốt;Có khả năng giao tiếp tốt, không nói ngọng.",Laptop; Insurance; Travel,careerviet
Head of Database Administration and Operations,Nova Service Group - Công ty Cổ phần Tập đoàn Nova Services,doanh nghiệp.,Ho Chi Minh City,,,VND,7.0,"['dba', 'co so du lieu', 'oracle', 'mysql', 'sqlserver', 'db', 'postgresql']",Full-time,Team Lead / Supervisor,2026-04-27,2026-05-27,"1. Tổ chức & quản trị hoạt động dữ liệu- Tổ chức, điều hành bộ phận Quản trị & Khai thác Cơ sở Dữ liệu.- Xây dựng định hướng, kế hoạch quản trị và khai thác dữ liệu theo chiến lược phát triển và chuyển đổi số của Công ty.- Ban hành, giám sát việc thực hiện các quy định, quy trình về quản trị dữ liệu (data governance).2. Quản trị cơ sở dữ liệu- Chịu trách nhiệm quản trị, duy trì và tối ưu các cơ sở dữ liệu dùng chung toàn Công ty.- Tổ chức chuẩn hóa dữ liệu, danh mục dữ liệu, cấu trúc dữ liệu và quy ước dữ liệu.- Đảm bảo dữ liệu đầy đủ, chính xác, nhất quán và được cập nhật kịp thời.- Kiểm soát phân quyền truy cập, bảo mật và an toàn dữ liệu theo quy định.3. Khai thác dữ liệu & báo cáo quản trị- Chỉ đạo xây dựng, duy trì và cập nhật hệ thống báo cáo quản trị phục vụ Ban Lãnh đạo và các Ban/Phòng.- Tổ chức khai thác dữ liệu đa chiều phục vụ công tác phân tích, giám sát và đánh giá hiệu quả hoạt động.- Phối hợp với các đơn vị nghiệp vụ để xác định nhu cầu dữ liệu, chỉ tiêu báo cáo và tiêu chuẩn thông tin quản trị.4. Phát triển & cải tiến hệ thống dữ liệu- Đề xuất các giải pháp cải tiến nhằm nâng cao hiệu quả quản trị và khai thác cơ sở dữ liệu.- Chủ trì phân tích yêu cầu dữ liệu, thiết kế mô hình dữ liệu phục vụ nhu cầu quản trị và vận hành.- Phối hợp với bộ phận CNTT/đối tác trong việc phát triển, nâng cấp các hệ thống dữ liệu và công cụ khai thác.5. Kiểm soát chất lượng & tuân thủ- Thiết lập cơ chế kiểm soát chất lượng dữ liệu (Data Quality).- Giám sát việc tuân thủ các quy định về quản trị dữ liệu, bảo mật và phân quyền.- Đánh giá rủi ro dữ liệu và đề xuất biện pháp phòng ngừa.6: Xây dựng và duy trì sự tuân thủ công tác quản trị, vận hành hệ thống- Chủ trì xây dựng hệ thống quản trị nội bộ Ban/Phòng: Quy định, Quy trình, Biểu mẫu, Quy chế triển khai (Checklist) công việc,… đề xuất điều chỉnh Ma trận phân quyền phù hợp vận hành từng thời kỳ để đảm bảo công tác vận hành nội bộ, phối hợp công việc liên Ban/Phòng được xuyên suốt, chính xác, nhanh chóng mang lại hiệu quả tối ưu.- Xây dựng và triển khai kế hoạch đào tạo chuyên môn nội bộ cho Ban/Phòng nhằm nâng cao năng lực chuyên môn, phát triển đội ngũ nhân sự kế thừa.- Tuân thủ nội quy/quy định/tài liệu nội bộ của Tổng Công ty. Quản lý dữ liệu/ thông tin/ hồ sơ chuyên môn và các tài liệu liên quan đến tác nghiệp nội bộ Ban/Phòng. Đồng bộ hóa dữ liệu hướng đến số hóa và AI hóa toàn bộ hệ thống quản trị nghiệp vụ chuyên môn.- Nhận diện, đánh giá, kiểm soát và giảm thiểu các rủi ro phát sinh trong hoạt động hàng ngày tại Đơn vị; báo cáo tới Phòng Quản lý Rủi ro, Quy trình và Tuân thủ các rủi ro phát sinh theo các chính sách, quy định nội bộ về quản lý rủi ro.- Quản trị, chịu trách nhiệm về các vấn đề liên quan đến công cụ dụng cụ, tài sản mà Ban/Phòng sử dụng, vận hành, quản lý.

[Yêu cầu]
Tốt nghiệp Đại học trở lên các chuyên ngành: Công nghệ Thông tin, Hệ thống Thông tin, Khoa học Dữ liệu, Toán – Tin, Quản trị Hệ thống hoặc các ngành liên quan.Tối thiểu 07–10 năm kinh nghiệm trong lĩnh vực dữ liệu, CNTT hoặc hệ thống thông tin quản trị.Kiến thức chuyên sâu về quản trị cơ sở dữ liệu (Database Management) và khai thác dữ liệu phục vụ quản trị.Hiểu biết về Data Governance, Data Quality, Data Security.Nắm vững mô hình dữ liệu (Data Model), kho dữ liệu (Data Warehouse), báo cáo quản trị, BI.Hiểu quy trình vận hành doanh nghiệp và ứng dụng dữ liệu trong quản trị, điều hành.Có kinh nghiệm làm việc với các hệ thống dữ liệu quy mô doanh nghiệp.Kỹ năng quản lý, tổ chức và điều hành công việc hiệu quả.Kỹ năng phân tích, tổng hợp và tư duy hệ thống.Kỹ năng làm việc với dữ liệu, báo cáo và ra quyết định dựa trên dữ liệu.Kỹ năng giao tiếp, phối hợp tốt với các Ban/Phòng và đối tác.Kỹ năng lập kế hoạch, quản lý tiến độ và báo cáo.Năng lực lãnh đạo & quản lý đội ngũ.Năng lực xây dựng và triển khai hệ thống quản trị dữ liệu.Năng lực phân tích dữ liệu phục vụ quản trị & điều hành.Năng lực kiểm soát rủi ro, chất lượng và tuân thủ dữ liệu.",Laptop; Insurance; Travel,careerviet
Security Engineer,Công ty TNHH Viettel - CHT,,Hanoi,,,VND,1.0,"['Security Operations Center Tier Engineer SOC Tier', 'Security Engineer', 'SOC', 'security', 'CEH', 'CCSP', 'CISSP']",Full-time,Staff,2026-04-27,2026-05-27,"Gia nhập đội ngũ tiên phong dẫn dắt sự thay đổi cùng Viettel IDCHơn cả một công việc, Viettel IDC mang đến cho bạn cơ hội phụng sự, kiến tạo và dẫn dắt hạ tầng chuyển đổi số quốc gia.Các nhiệm vụ chính:Quản trị hệ thống, ứng dụng an toàn thông tinVận hành, bảo đảm hệ thống hoạt động ổn định, liên tục và an toàn.Ứng cứu, xử lý sự cố.Báo cáo định kỳ/đột xuất về hệ thống.Nghiên cứu giải pháp của các hãng nước ngoàiNghiên cứu, quy hoạch, thiết kế, triển khai & nâng cấp, tối ưu các hệ thống, ứng dụng, giải pháp an toàn thông tin.Viết tài liệu triển khai, vận hành, quản trị.Quản lý chất lượng, báo cáo, quy trình, hồ sơ tài liệu.Phối hợp với PM, BA để hoàn thiện luồng phối hợp triển khai

[Yêu cầu]
I. Yêu cầu:Tốt nghiệp Đại học chuyên ngành CNTT, ĐTVT, ATTT.Có kiến thức, kinh nghiệm về network/system security,Có kinh nghiệm thiết kế, triển khai, quản trị các giải pháp AV, PAM, DLP, WAF, Firewall, EDR, v..v , công cụ rà quét.Ham học hỏi và thích nghiên cứu các giải pháp mớiCó kinh nghiệm triển khai mở rộng các mô hình và mạng bảo mật; phân tích log trên các hệ thống: Firewall, IPS, Endpoint Protection, Unix/Linux, Windows, Ứng dụng; triển khai, quản trị các ứng dụng, hệ thống an toàn an ninh mạng.Ưu tiên có các chứng chỉ: CCNA, CCNP, LPI, CompTIA Security+, CEH, CISSP, CCSP...Tiếng Anh khá, tương đương từ 550 ToeicII. Chế độ:Hưởng mức thu nhập thuộc top các công ty hàng đầu trong lĩnh vực CNTT tại Việt Nam.Các chế độ phúc lợi xã hội theo quy định pháp luật như: BHYT, BHXH, BHTN...Hưởng các chế độ phúc lợi hấp dẫn khác: Du lịch, nghỉ mát, bảo hiểm sức khỏe, bảo hiểm nhân thọ cho nhân sự xuất sắc, thưởng theo kết quả sản xuất kinh doanh...Đào tạo nâng cao nghiệp vụ, kỹ năng để trở thành chuyên gia hàng đầu trong lĩnh vực CNTT.Cơ hội phát triển nghề nghiệp theo 2 chóp: quản lý hoặc chuyên gia.",Insurance; Travel; Bonus,careerviet
[TẬP ĐOÀN PHENIKAA] Chuyên viên An toàn thông tin,ĐẠI HỌC PHENIKAA,,Hanoi,17000000.0,25000000.0,VND,1.0,"['Python', 'Linux', 'Firewall', 'Security']",Full-time,Staff,2026-04-27,2026-05-27,"1. Phân tích rủi ro và đánh giá an toàn thông tin- Thực hiện phân tích rủi ro để xác định các lỗ hổng và tiềm ẩn về an toàn thông tin- Đánh giá và ưu tiên các rủi ro để đề xuất biện pháp ngăn chặn2. Triển Khai Biện Pháp An Toàn Thông Tin- Xây dựng, triển khai và duy trì các biện pháp bảo mật, bao gồm cả phần mềm và phần cứng- Quản lý và cập nhật chính sách, quy trình và hướng dẫn liên quan đến an toàn thông tin3. Giám Sát và Phòng Ngừa Sự Cố- Theo dõi và giám sát các hoạt động để phát hiện sớm các hoạt động bất thường- Phối hợp và triển khai biện pháp ngăn chặn và phòng ngừa khi có sự cố4. Kiểm Thử An Toàn Thông Tin- Tiến hành kiểm thử an toàn để đảm bảo tính hiệu quả của biện pháp an toàn- Phân tích và báo cáo về kết quả kiểm thử và đề xuất biện pháp cải thiện5. Đào Tạo và Nâng Cao Nhận Thức- Tổ chức các buổi đào tạo về an toàn thông tin cho nhân viên- Nâng cao nhận thức và sự hiểu biết về an toàn thông tin trong tổ chức6. Hỗ Trợ Trong Sự Cố An Toàn Thông Tin- Tham gia vào quá trình điều tra và giải quyết sự cố an toàn thông tin- Hỗ trợ người quản trị hệ thống và các đội ngũ kỹ thuật trong triển khai biện pháp khắc phục

[Yêu cầu]
- Tốt nghiệp ĐH chuyên ngành CNTT.- Kinh nghiệm tối thiểu 1 năm về bảo mật hệ thống, an toàn thông tin.- Hiểu biết chi tiết về các kỹ thuật tấn công mạng cơ bản.- Có kinh nghiệm trong việc triển khai đáp ứng theo yêu cầu ISO/IEC 27001- Có kinh nghiệm triển khai, vận hành, giám sát các hệ thống: Firewall, NAC, Proxy, PAM, WAF, SIEM, Endpoint security, Sandbox, EDR...- Có kiến thức về Network, Linux, System, và một trong các ngôn ngữ lập trình phổ biến như (Python, Shell)- Có kiến thức và kinh nghiệm về Pentest biết sử dụng các công cụ như Nmap, Mestaploit, Nessus…- Ưu tiên ứng viên có một hoặc một số chứng chỉ như OSCP, Cisco Certified CyberOps Associate, CompTIA Security+, CompTIA CySA+- Có khả năng đọc, hiểu tài liệu tiếng anh.QUYỀN LỢI:- Lương thưởng theo năng lực, thành tích công việc.- Tham gia các khóa đào tạo chuyên môn, kỹ năng mềm phát triển các mảng công việc- Tham gia các hoạt động tham quan, du lịch và team building gắn kết.- Bảo hiểm chăm sóc sức khỏe nâng cao cho bản thân và gia đình.- Có xe đưa đón từ nội thành Hà Nội - khu CNC",Laptop; Insurance; Travel,careerviet
Kỹ sư AI/ Kỹ sư Fullstack - công ty IT Nhật mới,CÔNG TY TNHH JOB HOUSE,,Hanoi,45000000.0,70000000.0,VND,3.0,"['AI DEVELOPER', 'FULLSTACK', 'FULLSTACK DEVELOPER']",Full-time,Staff,2026-04-27,2026-05-27,"CÔNG TY CHUẨN BỊ THÀNH LẬP PHÁP NHÂN TẠI BA ĐÌNH, HN TUYỂN KỸ SƯ FULLSTACK/ KỸ SƯ AITham gia Setup Chi nhánh mới | Tiếng Anh hoặc Tiếng Nhật Business1. Kỹ sư AI🔹 Phát triển phần mềm AIPhát triển hệ thống bằng PythonThiết kế và triển khai các tính năng sử dụng LLM API (OpenAI, Claude, v.v.)Tích hợp API vào sản phẩm thực tế🔹 Phát triển nâng cao (tùy theo năng lực)Fine-tuning mô hình LLMSử dụng HuggingFacePhát triển ứng dụng với LangChain / LlamaIndexXây dựng hệ thống RAG (Retrieval-Augmented Generation)2. Kỹ sư Fullstack🔹 Phát triển Fullstack Web Application: Phát triển toàn diện cả Frontend và Backend cho ứng dụng Web.🔹 Frontend: Xây dựng UI sử dụng: HTML / CSS / JavaScript / React(Tùy theo năng lực) phát triển hiện đại với Next.js / TypeScript🔹 Backend: Thiết kế và phát triển hệ thống Backend tổng thể(Ưu tiên) Phát triển bằng Python / FastAPI🔹 Hạ tầng (Infrastructure): (Nếu có kinh nghiệm) xây dựng và vận hành hệ thống trên AWS / AzureThời gian làm việc: 8:00 – 17:00 (Giờ Việt Nam)Hình thức: Nhân viên chính thứcPháp nhân Việt Nam: Dự kiến hoạt động từ tháng 4/2026📝 Thử việc: 2 tháng, hưởng 100% lương📅 Nghỉ phép: Nghỉ Thứ 7, Chủ nhật & Nghỉ Lễ, Tết theo quy định của Việt Nam

[Yêu cầu]
1. Kỹ sư AI◎ Bắt buộc:Tiếng Anh HOẶC Tiếng Nhật: Trình độ Business (Có thể tham gia họp và trao đổi chuyên môn với PM người Nhật)Tốt nghiệp Đại học trở lênTối thiểu 3 năm kinh nghiệm phát triển thực tếCó kinh nghiệm phát triển bằng PythonCó kinh nghiệm sử dụng LLM API (OpenAI, Claude, v.v.)Có kinh nghiệm tích hợp API vào sản phẩm thực tế◎ Ưu tiên:Có kinh nghiệm Fine-tuning LLMCó kinh nghiệm với HuggingFaceCó kinh nghiệm sử dụng LangChain / LlamaIndexCó kinh nghiệm xây dựng hệ thống RAGTốt nghiệp Đại học Bách Khoa (HUST)◎ Hình mẫu ứng viên phù hợpMong muốn tham gia xây dựng tổ chức ngay từ giai đoạn đầuChủ động, linh hoạt, có tinh thần StartupSẵn sàng đóng góp cả về kỹ thuật lẫn phát triển đội ngũ2. Kỹ sư Fullstack◎ Bắt buộc:Tiếng Anh HOẶC Tiếng Nhật: Trình độ Business(Có thể đọc tài liệu kỹ thuật và tham gia họp với PM người Nhật)Tốt nghiệp Đại học trở lênTối thiểu 3 năm kinh nghiệm phát triển thực tế– Frontend: Thành thạo HTML / CSS / JavaScript / React– Backend: Có kinh nghiệm phát triển Backend tổng quát◎ Ưu tiên:Frontend: Next.js / TypeScriptBackend: Python / FastAPICloud: AWS / AzureCó thể làm việc theo Agile hoặc WaterfallTốt nghiệp Đại học Bách Khoa (HUST)◎ Hình mẫu ứng viên phù hợpMong muốn tham gia xây dựng tổ chức ngay từ giai đoạn đầuChủ động, linh hoạt, có tinh thần StartupSẵn sàng đóng góp cả về kỹ thuật lẫn phát triển đội ngũ",Laptop; Insurance; Travel,careerviet
Nhân viên kinh doanh phần mềm,CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ TECHPRO,,"Hanoi, Ho Chi Minh City",15000000.0,30000000.0,VND,1.0,[],Full-time,Staff,2026-04-27,2026-05-27,"·Tìm kiếm khách hàng tiềm năngPhát triển đối tác & kênh phân phối·Xây dựng quan hệ:Phát triển và duy trì quan hệ với khách hàng, đối tác, đại lý.Tư vấn & bán hàng·Tư vấn sản phẩm:Giới thiệu và tư vấn các sản phẩm SaaS (P2MS, VIME, CMMS) và giải pháp phần mềm nội bộ.·Thực hiện demo:Tổ chức các buổi trình diễn sản phẩm, giải đáp thắc mắc và thuyết phục khách hàng.·Xây dựng đề xuất & báo giá:Soạn thảo đề xuất hợp tác, báo giá và đàm phán hợp đồng.·Ký kết hợp đồng:Làm việc với khách hàng để chốt hợp đồng và đảm bảo điều khoản phù hợp với chiến lược kinh doanh.Phối hợp triển khai & chăm sóc khách hàng·Hỗ trợ triển khai:Phối hợp với bộ phận kỹ thuật để triển khai sản phẩm, đảm bảo hệ thống vận hành theo yêu cầu của khách hàng.

[Yêu cầu]
- Độ tuổi: Từ 25 tuổi trở lên;- Tốt nghiệp Cao đẳng/Đại học chuyên ngành Quản trị Kinh doanh, Marketing, Công nghệ Thông tin hoặc các ngành liên quan;- Tối thiểu 2 năm kinh nghiệm kinh doanh phần mềm B2B hoặc giải pháp công nghệ cho doanh nghiệp; Ưu tiên ứng viên có kinh nghiệm làm việc với các khu công nghiệp, nhà máy, công ty bảo vệ, đơn vị vận hành tòa nhà;- Kỹ năng: Giao tiếp & thuyết trình; Đàm phán & thương lượng; Phân tích thị trường; Tổ chức & quản lý công việc;",Laptop; Insurance; Travel,careerviet
